NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
SMA ISLAM AL-ISTIQOMAH,69906513,Langensari,Kec. Karang Tengah,Kab. Cianjur,43281,-6.8369,107.1869,SWASTA,B
SMA ISLAM AL-KHAIRIYAH,69888857,Mulyasari,Kec. Cilaku,Kab. Cianjur,43285,-6.890986,107.173065,SWASTA,B
SMA ISLAM ANNABA,69956371,Rancagoong,Kec. Cilaku,Kab. Cianjur,43285,-6.852992,107.11092,SWASTA,B
SMA ISLAM KREATIF MUHAMMADIYAH CIANJUR,69831977,Sawah Gede,Kec. Cianjur,Kab. Cianjur,43212,-6.8399,107.1425,SWASTA,B
SMA ISLAM TERPADU AL-AMIN,70038213,Sindanglaka,Kec. Karang Tengah,Kab. Cianjur,43281,107.1743,-6.7837,SWASTA,Belum/Tidak Terakreditasi
SMA ISLAM TERPADU AL-IKHLAS,70038416,Sukatani,Kec. Pacet,Kab. Cianjur,43253,-6.7551,107.011,SWASTA,Belum/Tidak Terakreditasi
SMA IT ADZIKRI NURUL HUDA,69939969,Girijaya,Kec. Pasirkuda,Kab. Cianjur,43266,-7.2467,107.1889,SWASTA,B
SMA IT AL-HUDA,69900219,Sindangjaya,Kec. Ciranjang,Kab. Cianjur,43282,-6.8009,107.2652,SWASTA,B
SMA IT NURUL ISLAM,69881555,Kubang,Kec. Sukaresmi,Kab. Cianjur,43254,-6.721764,107.119974,SWASTA,C
SMA IT NURUL ITTIHAD,69954141,Sukagalih,Kec. Takokak,Kab. Cianjur,43265,-7.087373,106.993752,SWASTA,C
SMA IT TUNAS BANGSA,69945596,Sinarbakti,Kec. Cijati,Kab. Cianjur,43284,-7.2882,106.9838,SWASTA,C
SMA JUMHURIYYAH,69929546,Bunisari,Kec. Agrabinta,Kab. Cianjur,43273,-7.3463,106.9383,SWASTA,C
SMA MANARULHUDA,69930653,Sukamanah,Kec. Karang Tengah,Kab. Cianjur,43281,-6.8273,107.1536,SWASTA,C
SMA MIFTAHUL ULUM,69903026,Sukasirna,Kec. Leles,Kab. Cianjur,43278,-7.3595,107.0316,SWASTA,C
SMA NAHWA CANTIGI,69974471,Sukamulya,Kec. Cikadu,Kab. Cianjur,43272,-7.2721,107.255,SWASTA,B
SMA NURUL HUDA,70014071,Pusakasari,Kec. Leles,Kab. Cianjur,43278,-7.373,106.982,SWASTA,C
SMA NURUL JANAH,69925473,Sukaraharja,Kec. Cibeber,Kab. Cianjur,43262,-6.9522121,107.1520033,SWASTA,C
SMA PGRI CIBEBER,69968942,Cimanggu,Kec. Cibeber,Kab. Cianjur,43262,-6.9352,107.1522,SWASTA,B
SMA PGRI KADUPANDAK,69944385,Wargasari,Kec. Kadupandak,Kab. Cianjur,43268,-7.2359491,107.0110808,SWASTA,B
SMA PGRI SINDANGBARANG,69973143,Talagasari,Kec. Sindang Barang,Kab. Cianjur,43272,-7.4358,107.0808,SWASTA,C
SMA PLUS AD DAWAH,20203696,Ciherang,Kec. Pacet,Kab. Cianjur,43253,-6.7586,107.0474,SWASTA,B
SMA PLUS AL-MUSLIMUN,69881554,Hegarmanah,Kec. Sukaluyu,Kab. Cianjur,43284,-6.85798,107.223008,SWASTA,B
SMA PLUS AT-TAQWA,69883634,Cibinong Hilir,Kec. Cilaku,Kab. Cianjur,43285,-6.8596,107.1536,SWASTA,B
SMA PLUS BAHRUL ULUM,69856264,Karangwangi,Kec. Cidaun,Kab. Cianjur,43275,-7.4736,107.4098,SWASTA,B
SMA PLUS PGRI CIRANJANG,20203736,Ciranjang,Kec. Ciranjang,Kab. Cianjur,43282,-6.8218,107.2468,SWASTA,A
SMA PLUS SIROJUSSYAFIIYYAH,69945126,Sindangjaya,Kec. Cipanas,Kab. Cianjur,43253,-6.7393,107.0167,SWASTA,B
SMA PRIMA TELADAN,69939970,Mangunkerta,Kec. Cugenang,Kab. Cianjur,43252,-6.8015,107.0606,SWASTA,C
SMA PUTRA JUANG,69888448,Sukatani,Kec. Haurwangi,Kab. Cianjur,43283,-6.878239,107.256945,SWASTA,C
SMA SULTAN AGUNG,69988550,Cikangkareng,Kec. Cibinong,Kab. Cianjur,43271,-7.234861,107.2593143,SWASTA,Belum/Tidak Terakreditasi
SMA SULTAN GIRI,69972894,Neglasari,Kec. Cidaun,Kab. Cianjur,43273,-7.6587,107.4205,SWASTA,B
SMA SULTHAN BARUNA,69900067,Padaluyu,Kec. Cikadu,Kab. Cianjur,43272,-7.3441625,107.2336717,SWASTA,C
SMA TARBIYATUL ISLAM,69946712,Kertajadi,Kec. Cidaun,Kab. Cianjur,43275,-7.4883,107.3476,SWASTA,C
SMA TERPADU AL MASHUM MARDIYAH,20252189,Galudra,Kec. Cugenang,Kab. Cianjur,43252,-6.7822,107.048,SWASTA,A
SMA TRI DARMA NUSANTARA,69896859,Cinerang,Kec. Naringgul,Kab. Cianjur,43274,-7.421118,107.245596,SWASTA,C
SMAS  ISLAM AL MAZIYYAH CILAKU,20203702,Sirnagalih,Kec. Cilaku,Kab. Cianjur,43285,-6.8624,107.1271,SWASTA,B
SMAS AL AZHARY CIANJUR,20203697,Pamoyanan,Kec. Cianjur,Kab. Cianjur,43211,-6.816,107.1302,SWASTA,A
SMAS AL BARKAH,20252653,Mekar Sari,Kec. Cikalong Kulon,Kab. Cianjur,43291,-6.6607,107.1733,SWASTA,B
SMAS AL FALAH,69758123,Sukaluyu,Kec. Cijati,Kab. Cianjur,43277,-7.2562,107.0124,SWASTA,B
SMAS AL IANAH CIANJUR,20203701,Pamoyanan,Kec. Cianjur,Kab. Cianjur,43211,-6.8399,107.1395,SWASTA,B
SMAS AL ITTIHAD CIANJUR,20252046,Bojong,Kec. Karang Tengah,Kab. Cianjur,43281,-6.8019,107.1724,SWASTA,A
SMAS AL MUAWANAH CIANJUR,20203698,Pamoyanan,Kec. Cianjur,Kab. Cianjur,43211,-6.8185,107.138,SWASTA,B
SMAS AL QODIRIYAH CIBEBER,20254341,Cibaregbeg,Kec. Cibeber,Kab. Cianjur,43262,-6.9154,107.1692,SWASTA,B
SMAS BPK PENABUR,20203699,Muka,Kec. Cianjur,Kab. Cianjur,43214,-6.8155,107.1481,SWASTA,A
SMAS COKROAMINOTO CIANJUR,20203700,Pamoyanan,Kec. Cianjur,Kab. Cianjur,43211,-6.8181,107.137,SWASTA,B
SMAS ISLAMIC AL-IRSYAD BOARDING SCHOOL,69786347,Palasari,Kec. Cipanas,Kab. Cianjur,43253,-6.7156,107.0387,SWASTA,B
SMAS KANAAN,20203704,Muka,Kec. Cianjur,Kab. Cianjur,43215,-6.8144,107.1442,SWASTA,A
SMAS KARYA BAKTI,20203703,Haurwangi,Kec. Haurwangi,Kab. Cianjur,43286,-6.8266,107.3104,SWASTA,B
SMAS MAARIF PACET,20252047,Cipendawa,Kec. Pacet,Kab. Cianjur,43253,-6.7523,107.0458,SWASTA,B
SMAS MARDI YUANA CIANJUR,20252016,Sawah Gede,Kec. Cianjur,Kab. Cianjur,43212,-6.832,107.1348,SWASTA,A
SMAS MIFTAHUL HUDA,20203705,Mandalawangi,Kec. Leles,Kab. Cianjur,43278,-7.3259,107.0647,SWASTA,B
SMAS MUHAMADIYAH CIPANAS,20203719,Sindanglaya,Kec. Cipanas,Kab. Cianjur,43253,-6.73,107.0372,SWASTA,A
SMAS PASUNDAN 1 CIANJUR,20252051,Sabandar,Kec. Karang Tengah,Kab. Cianjur,43281,-6.813,107.1495,SWASTA,A
SMAS PASUNDAN 2 CIANJUR,20252015,Solokpandan,Kec. Cianjur,Kab. Cianjur,43214,-6.8225,107.1426,SWASTA,A
SMAS PASUNDAN CIKALONGKULON,20203720,Neglasari,Kec. Cikalong Kulon,Kab. Cianjur,43291,-6.7124,107.2111,SWASTA,A
SMAS PGRI CIANJUR,20203721,Nagrak,Kec. Cianjur,Kab. Cianjur,43251,-6.8378,107.1273,SWASTA,B
SMAS PGRI CIDAUN,69786634,Cimaragang,Kec. Cidaun,Kab. Cianjur,43275,-7.4083,107.4235,SWASTA,B
SMAS PGRI CIKADU,69786633,Sukamulya,Kec. Cikadu,Kab. Cianjur,43272,-7.359,107.0028,SWASTA,C
SMAS PGRI CIPANAS,20203735,Sindanglaya,Kec. Cipanas,Kab. Cianjur,43253,-6.7315,107.0332,SWASTA,A
SMAS PGRI NARINGGUL,20276398,Naringgul,Kec. Naringgul,Kab. Cianjur,43274,-7.3336,107.3289,SWASTA,B
SMAS PGRI TAKOKAK,20252048,Pasawahan,Kec. Takokak,Kab. Cianjur,43265,-7.0563,107.0031,SWASTA,A
SMAS PLUS TAUHIDUL AFKAR,20255779,Sukanagalih,Kec. Pacet,Kab. Cianjur,43253,-6.7121,107.0593,SWASTA,B
SMAS RAUDATUL ISLAM,20258552,Sukapura,Kec. Cidaun,Kab. Cianjur,43275,-7.4805,107.2258,SWASTA,B
SMA NEGERI 1 KALIWEDI,69968471,Guwa Kidul,Kec. Kaliwedi,Kab. Cirebon,45165,-6.5715,108.3814,NEGERI,B
SMAN 1 ARJAWINANGUN,20214971,Arjawinangun,Kec. Arjawinangun,Kab. Cirebon,45162,-6.6395,108.4049,NEGERI,A
SMAN 1 ASTANAJAPURA,20214970,Kanci,Kec. Astana Japura,Kab. Cirebon,45181,-6.7882,108.6181,NEGERI,A
SMAN 1 BABAKAN,20214969,Karangwangun,Kec. Babakan,Kab. Cirebon,45191,-6.8546,108.7221,NEGERI,A
SMAN 1 BEBER,20214968,Beber,Kec. Beber,Kab. Cirebon,45172,-6.8321,108.5218,NEGERI,A
SMAN 1 CILEDUG,20214967,Jatiseeng Kidul,Kec. Ciledug,Kab. Cirebon,45188,-6.9143,108.73,NEGERI,A
SMAN 1 CIWARINGIN,20214966,Bringin,Kec. Ciwaringin,Kab. Cirebon,45167,-6.661,108.3937,NEGERI,A
SMAN 1 DUKUPUNTANG,20214965,Sindangmekar,Kec. Dukupuntang,Kab. Cirebon,45652,-6.7627283,108.44606,NEGERI,A
SMAN 1 GEGESIK,20214980,Gegesik Kidul,Kec. Gegesik,Kab. Cirebon,45164,-6.5995,108.4194,NEGERI,A
SMAN 1 JAMBLANG,20214996,Sitiwinangun,Kec. Jamblang,Kab. Cirebon,45157,-6.699,108.4525,NEGERI,A
SMAN 1 KAPETAKAN,69969195,Pegagan Lor,Kec. Kapetakan,Kab. Cirebon,45152,-6.5927,108.5132,NEGERI,A
SMAN 1 KARANG WARENG,20214986,Kubangdeleg,Kec. Karangwareng,Kab. Cirebon,45186,-6.8722,108.6583,NEGERI,A
SMAN 1 LEMAHABANG,20214995,Cipeujeuh Wetan,Kec. Lemah Abang,Kab. Cirebon,45183,-6.8306,108.6214,NEGERI,A
SMAN 1 LOSARI,20214993,Losari Lor,Kec. Losari,Kab. Cirebon,45192,-6.8419,108.8076,NEGERI,A
SMAN 1 PABEDILAN,20214992,Silihasih,Kec. Pabedilan,Kab. Cirebon,45193,-6.8399,108.7509,NEGERI,A
SMAN 1 PALIMANAN,20214985,Pegagan,Kec. Palimanan,Kab. Cirebon,45161,-6.7063,108.4229,NEGERI,A
SMAN 1 PLUMBON,20214990,Karangasem,Kec. Plumbon,Kab. Cirebon,45155,-6.6937,108.4794,NEGERI,A
SMAN 1 SUMBER,20214989,Sumber,Kec. Sumber,Kab. Cirebon,45611,-6.7608,108.4785,NEGERI,A
SMAN 1 SURANENGGALA,20214981,Suranenggala Kidul,Kec. Suranenggala,Kab. Cirebon,45159,-6.625,108.5158,NEGERI,A
SMAN 1 SUSUKAN,20244680,Susukan,Kec. Susukan,Kab. Cirebon,45166,-6.624,108.3769,NEGERI,A
SMAN 1 WALED,20214988,Waled Kota,Kec. Waled,Kab. Cirebon,45187,-6.914,108.7154,NEGERI,A
SMA Al Islam Islamic Boarding School,69896978,Kondangsari,Kec. Beber,Kab. Cirebon,45172,-6.7968,108.5275,SWASTA,A
SMA ISLAM QURANI AL BAHJAH CIREBON 2,69952594,Buyut,Kec. Gunung Jati,Kab. Cirebon,45151,-6.6504,108.508,SWASTA,A
SMA ISLAM QURANI ALBAHJAH,69952597,Sendang,Kec. Sumber,Kab. Cirebon,45611,-6.7557,108.504,SWASTA,A
SMA IT AL-BURHANY,70011522,Bode Lor,Kec. Plumbon,Kab. Cirebon,45155,-6.7156,108.4901,SWASTA,A
SMA Pesantren Gedongan,69899623,Ender,Kec. Pangenan,Kab. Cirebon,45182,-6.8302,108.6952,SWASTA,B
SMA UNGGULAN BINA INSAN MULIA,70035586,Cisaat,Kec. Dukupuntang,Kab. Cirebon,45652,-6.778,108.4407,SWASTA,A
SMAS ISLAMIYAH WERU,20244671,Weru Lor,Kec. Weru,Kab. Cirebon,45154,-6.7035917,108.5072817,SWASTA,B
SMAS KRAMAT DUKUPUNTANG,20215025,Dukupuntang,Kec. Dukupuntang,Kab. Cirebon,45652,-6.768005,108.415415,SWASTA,A
SMAS MADINATUNNAJAH,20254004,Kalimukti,Kec. Pabedilan,Kab. Cirebon,45193,-6.8701,108.7899,SWASTA,A
SMAS MANDIRI KEDAWUNG,20215024,Kedungjaya,Kec. Kedawung,Kab. Cirebon,45153,-6.7208,108.5347,SWASTA,A
SMAS MUHAMMADIYAH KEDAWUNG,20215023,Kedungjaya,Kec. Kedawung,Kab. Cirebon,45153,-6.7104,108.5371,SWASTA,A
SMAS MUHAMMADIYAH LEMAHABANG,20244672,Leuwidingding,Kec. Lemah Abang,Kab. Cirebon,45183,-6.8396,108.6362,SWASTA,A
SMAS NASRUL ULUM GEGESIK,20215022,Jagapura Kulon,Kec. Gegesik,Kab. Cirebon,45164,-6.5387,108.4162,SWASTA,B
SMAS NU CILEDUG,20215021,Ciledug Kulon,Kec. Ciledug,Kab. Cirebon,45188,-6.9032,108.749,SWASTA,A
SMAS NU LEMAHABANG,20244673,LEMAHABANG,Kec. Lemah Abang,Kab. Cirebon,45183,-6.8309,108.632,SWASTA,A
SMAS PGRI BABAKAN,20244676,Babakan,Kec. Babakan,Kab. Cirebon,45191,-6.8604,108.7218,SWASTA,A
SMAS PGRI KARANGSEMBUNG,20215019,Karangsuwung,Kec. Karang Sembung,Kab. Cirebon,45186,-6.8454,108.639,SWASTA,B
SMAS PGRI KEDAWUNG,20215020,Sutawinangun,Kec. Kedawung,Kab. Cirebon,45153,-6.7123,108.547,SWASTA,B
SMAS PGRI KLANGENAN,20214998,Klangenan,Kec. Klangenan,Kab. Cirebon,45156,-6.7102,108.4401,SWASTA,B
SMAS PGRI LOSARI,20214997,Losari Kidul,Kec. Losari,Kab. Cirebon,45192,-6.8442,108.8079,SWASTA,B
SMAS PGRI PALIMANAN,20214979,Palimanan Timur,Kec. Palimanan,Kab. Cirebon,45161,-6.714,108.4363,SWASTA,A
SMAS PGRI PLUMBON,20214978,Karangmulya,Kec. Plumbon,Kab. Cirebon,45155,-6.7025,108.4844,SWASTA,B
SMAS PLUS NU PANGURAGAN,20214977,Panguragan Kulon,Kec. Panguragan,Kab. Cirebon,45163,-6.6269,108.4514,SWASTA,A
SMAS PUI GEGESIK,20214976,Panunggul,Kec. Gegesik,Kab. Cirebon,45164,-6.5926,108.4301,SWASTA,A
SMAS SUNAN GUNUNG JATI TENGAHTANI,20214975,Batembat,Kec. Tengah Tani,Kab. Cirebon,45174,-6.7061,108.519,SWASTA,A
SMAS YADIKA KEDAWUNG,20244677,Kedawung,Kec. Kedawung,Kab. Cirebon,45153,-6.7176,108.5299,SWASTA,A
SMAS YAKPI SUSUKAN,20244679,Susukan,Kec. Susukan,Kab. Cirebon,45166,-6.6276,108.3758,SWASTA,A
SMAS YAPISA DUKUPUNTANG,20214973,Dukupuntang,Kec. Dukupuntang,Kab. Cirebon,45652,-6.768175,108.418515,SWASTA,B
SMAN 1 GARUT,20227474,Jayaraga,Kec. Tarogong Kidul,Kab. Garut,44151,-7.2052,107.9027,NEGERI,A
SMAN 10 GARUT,20227468,Sindangsari,Kec. Leuwigoong,Kab. Garut,44192,-7.1111,107.9519,NEGERI,A
SMAN 11 GARUT,20227466,Regol,Kec. Garut Kota,Kab. Garut,44114,-7.2172,107.902,NEGERI,A
SMAN 12 GARUT,20227465,Cisewu,Kec. Cisewu,Kab. Garut,44166,-7.372,107.4986,NEGERI,A
SMAN 13 GARUT,20209236,Dunguswiru,Kec. Blubur Limbangan,Kab. Garut,44186,-7.0317,107.9992,NEGERI,A
SMAN 14 GARUT,20227473,Sukamukti,Kec. Sukawening,Kab. Garut,44184,-7.1556,108.0108,NEGERI,A
SMAN 15 GARUT,20209195,Sukajaya,Kec. Tarogong Kidul,Kab. Garut,44151,-7.216,107.8891,NEGERI,A
SMAN 16 GARUT,20209237,Cidatar,Kec. Cisurupan,Kab. Garut,44163,-7.3281,107.7928,NEGERI,A
SMAN 17 GARUT,20227472,Cintarakyat,Kec. Samarang,Kab. Garut,44161,-7.2125,107.8579,NEGERI,A
SMAN 18 GARUT,20209182,Sindanggalih,Kec. Karangpawitan,Kab. Garut,44182,-7.2146,107.9455,NEGERI,A
SMAN 19 GARUT,20227458,Mulyasari,Kec. Bayongbong,Kab. Garut,44162,-7.2697,107.8141,NEGERI,A
SMAN 2 GARUT,20227467,Leles,Kec. Leles,Kab. Garut,44152,-7.1035,107.8986,NEGERI,A
SMAN 20 GARUT,20209193,Cigintung,Kec. Singajaya,Kab. Garut,44173,-7.4835,107.9184,NEGERI,A
SMAN 21 GARUT,20209194,Sukamulya,Kec. Talegong,Kab. Garut,44167,-7.2934,107.5293,NEGERI,A
SMAN 22 GARUT,20209232,Cisompet,Kec. Cisompet,Kab. Garut,44174,-7.5548,107.8088,NEGERI,A
SMAN 23 GARUT,20227470,Jatiwangi,Kec. Pakenjeng,Kab. Garut,44164,-7.4513,107.6806,NEGERI,A
SMAN 24 GARUT,20209213,Pangauban,Kec. Cisurupan,Kab. Garut,44163,-7.2745,107.7824,NEGERI,A
SMAN 25 GARUT,20227457,Banyuresmi,Kec. Banyuresmi,Kab. Garut,44191,-7.1564,107.9495,NEGERI,A
SMAN 26 GARUT,20209351,Tegalpanjang,Kec. Sucinaraja,Kab. Garut,44115,-7.1982,107.9772,NEGERI,B
SMAN 27 GARUT,20227461,Karya Mukti,Kec. Cibalong,Kab. Garut,44176,-7.6779,107.8033,NEGERI,A
SMAN 28 GARUT,20227460,Purbayani,Kec. Caringin,Kab. Garut,44168,-7.5226,107.4871,NEGERI,A
SMAN 29 GARUT,69753909,Jagabaya,Kec. Mekarmukti,Kab. Garut,44155,-7.5541,107.5823,NEGERI,A
SMAN 3 GARUT,20209183,Keresek,Kec. Cibatu,Kab. Garut,44185,-7.1003,107.9851,NEGERI,A
SMAN 30 GARUT,69786423,Cihurip,Kec. Cihurip,Kab. Garut,44173,-7.5006,107.8607,NEGERI,A
SMAN 31 Garut,69971763,Sancang,Kec. Cibalong,Kab. Garut,44176,-7.6921,107.8897,NEGERI,B
SMAN 32 GARUT,69971267,Wangunjaya,Kec. Banjarwangi,Kab. Garut,44172,-7.4074,107.8837,NEGERI,B
SMAN 4 GARUT,20227463,Giriawas,Kec. Cikajang,Kab. Garut,44171,-7.3652,107.8205,NEGERI,A
SMAN 5 GARUT,20227471,Pameungpeuk,Kec. Pameungpeuk,Kab. Garut,44175,-7.6366,107.7314,NEGERI,A
SMAN 6 GARUT,20227475,Haurpanggung,Kec. Tarogong Kidul,Kab. Garut,44151,-7.1964,107.9068,NEGERI,A
SMAN 7 GARUT,20227459,Hanjuang,Kec. Bungbulang,Kab. Garut,44165,-7.4667,107.5944,NEGERI,A
SMAN 8 GARUT,20227464,Pasanggrahan,Kec. Cilawu,Kab. Garut,44181,-7.2633,107.908,NEGERI,A
SMAN 9 GARUT,20227469,Malangbong,Kec. Malangbong,Kab. Garut,44188,-7.0608,108.0907,NEGERI,A
SMA AL - AMANAH BUNGBULANG,69877293,Tegallega,Kec. Bungbulang,Kab. Garut,44165,-7.4976,107.5548,SWASTA,B
SMA AL-AMANAH PAKENJENG,69849075,Tanjungjaya,Kec. Pakenjeng,Kab. Garut,44164,-7.429627,107.779332,SWASTA,B
SMA AL-HASBILLAH CISOMPET,69881316,Cihaurkuning,Kec. Cisompet,Kab. Garut,44174,-7.5849,107.819,SWASTA,B
SMA AL-IHSAN BOARDING SCHOOL,70047427,Putrajawa,Kec. Selaawi,Kab. Garut,-,-7.0124,107.9865,SWASTA,Belum/Tidak Terakreditasi
SMA BANJARWANGI SATU,69912321,Wangunjaya,Kec. Banjarwangi,Kab. Garut,44172,-7.4562,107.863,SWASTA,B
SMA BHAKTI PUTRA INDONESIA,69923901,Cikarang,Kec. Cisewu,Kab. Garut,44166,-7.387508,107.5059373,SWASTA,B
SMA BINA NUSA PURWAJAYA,69931913,Purwajaya,Kec. Peundeuy,Kab. Garut,44178,-7.5668714,107.9124896,SWASTA,C
SMA BIP MALANGBONG,69919741,Barudua,Kec. Malangbong,Kab. Garut,44188,-7.1009,108.0849,SWASTA,B
SMA BOARDING AR-ROHMAT,70035109,Pasawahan,Kec. Tarogong Kaler,Kab. Garut,44151,-7.1589,107.898,SWASTA,B
SMA ISLAM AS SAKINAH PAKENJENG,70008041,Pasirlangu,Kec. Pakenjeng,Kab. Garut,44164,-7.475,107.6469,SWASTA,B
SMA ISLAM MEKARBAKTI BUNGBULANG,20262037,Mekarbakti,Kec. Bungbulang,Kab. Garut,44165,-7.4419,107.6022,SWASTA,B
SMA ISLAM NURUL BAYAN SUKAWANGI,69947934,Sukawangi,Kec. Singajaya,Kab. Garut,44173,-7.4993094,107.9227671,SWASTA,B
SMA ISLAM TERPADU AL-FALAH BUNGBULANG,69830402,Mekarjaya,Kec. Bungbulang,Kab. Garut,44165,-7.4546,107.5856,SWASTA,B
SMA ISLAM TERPADU ANNISA KADUNGORA,69989797,Talagasari,Kec. Kadungora,Kab. Garut,44153,-7.0829,107.8935,SWASTA,B
SMA ISLAM TERPADU LEKOR,70040919,Lembang,Kec. Leles,Kab. Garut,44152,-7.0959,107.8781,SWASTA,Belum/Tidak Terakreditasi
SMA ISLAM TERPADU MEKARMUKTI,69872006,Mekarmukti,Kec. Mekarmukti,Kab. Garut,44165,-7.537783,107.564766,SWASTA,B
SMA IT AL - MUAWANAH CIGEDUG,69877297,Cigedug,Kec. Cigedug,Kab. Garut,44162,-7.3349,107.8078,SWASTA,B
SMA IT AS - SYAKUR,69894140,Padamulya,Kec. Pasirwangi,Kab. Garut,44161,-7.221519,107.786556,SWASTA,C
SMA IT ASSYIFA,69907337,Sirnagalih,Kec. Cisurupan,Kab. Garut,44163,-7.3037,107.7895,SWASTA,B
SMA IT ATTA AWUN,69980025,Sukaresmi,Kec. Sukaresmi,Kab. Garut,44163,-7.2592,107.8128,SWASTA,B
SMA IT BAITUL HIKMAH AS-SHIDDIQ,69947905,Sirnajaya,Kec. Pasirwangi,Kab. Garut,44161,-7.2178953,107.7974401,SWASTA,B
SMA IT CARINGIN,69910388,Cimahi,Kec. Caringin,Kab. Garut,44166,-7.4792348,107.4978487,SWASTA,B
SMA IT CILOA LIMBANGAN,69899602,Limbangantimur,Kec. Blubur Limbangan,Kab. Garut,44186,-7.0334,107.9828,SWASTA,B
SMA IT Daarul Amiin,70029864,Barusuda,Kec. Cigedug,Kab. Garut,44162,-7.3531,107.8104,SWASTA,B
SMA IT MAROKO,69922135,Maroko,Kec. Cibalong,Kab. Garut,44176,-7.6488,107.8882,SWASTA,B
SMA IT MEKARJAYA,69950277,Mekarjaya,Kec. Sukaresmi,Kab. Garut,44163,-7.245949,107.7876108,SWASTA,B
SMA IT MEKARSEWU,69859376,MEKARSEWU,Kec. Cisewu,Kab. Garut,44166,-7.3527,107.4942,SWASTA,B
SMA IT NURUL HUDA KAIMAS,69896045,Maripari,Kec. Sukawening,Kab. Garut,44185,-7.1363,107.9848,SWASTA,B
SMA IT RIJALUL GOD,69897254,Sukarame,Kec. Caringin,Kab. Garut,44169,-7.4368,107.5321,SWASTA,B
SMA IT SILIWANGI,69947043,SUKALILAH,Kec. Sukaresmi,Kab. Garut,44162,-7.2516,107.7866,SWASTA,C
SMA IT SINARSARI,69867931,Sirnabakti,Kec. Pameungpeuk,Kab. Garut,44175,-7.617129,107.760131,SWASTA,B
SMA IT TALEGONG,69949062,Sukalaksana,Kec. Talegong,Kab. Garut,44167,-7.2799,107.5489,SWASTA,C
SMA MUHAMMADIYAH 1 TALEGONG,69941916,Sukalaksana,Kec. Talegong,Kab. Garut,44167,-7.2779468,107.5312309,SWASTA,C
SMA MUHAMMADIYAH CIKELET,20271683,Cikelet,Kec. Cikelet,Kab. Garut,44177,-7.6272,107.6777,SWASTA,B
SMA NANJUNG HARAPAN,69967026,Selaawi,Kec. Selaawi,Kab. Garut,44187,-7.002898,108.020502,SWASTA,B
SMA NURUL AMIN,69944359,Cintarakyat,Kec. Samarang,Kab. Garut,44161,-7.2188,107.8502,SWASTA,B
SMA NURUL FALAH CINANGSI,69929246,Depok,Kec. Pakenjeng,Kab. Garut,44164,-7.4851383,107.6510547,SWASTA,A
SMA NUSA BANGSA,69948400,Banjarwangi,Kec. Banjarwangi,Kab. Garut,44172,-7.4279,107.8916,SWASTA,B
SMA PGRI MALANGBONG,69931917,Cisitu,Kec. Malangbong,Kab. Garut,44188,-7.0436,108.0855,SWASTA,C
SMA PLUS AL-HIDAYAH CILAWU,20271843,Mekarsari,Kec. Cilawu,Kab. Garut,44181,-7.2958,107.9105,SWASTA,B
SMA PLUS AL-MUQORROBIN CISOMPET,69900119,Cikondang,Kec. Cisompet,Kab. Garut,44174,-7.5828,107.8669,SWASTA,B
SMA PLUS AL-QOMARIYAH WALAHIR,69896002,Cintadamai,Kec. Sukaresmi,Kab. Garut,44163,-7.25158,107.795259,SWASTA,B
SMA PLUS MA RUFUL HIDAYAH,69936614,Cigedug,Kec. Cigedug,Kab. Garut,44162,-7.326159,107.8448269,SWASTA,B
SMA PLUS PERJUANGAN 78,69940395,Giriawas,Kec. Cikajang,Kab. Garut,44171,-7.3871644,107.7952689,SWASTA,B
SMA PLUS SINGAJAYA,69946512,Girimukti,Kec. Singajaya,Kab. Garut,44173,-7.4658,107.8893,SWASTA,B
SMA PLUS SUKARAJA,69991794,Jatisari,Kec. Karangpawitan,Kab. Garut,44182,-7.2342204,107.9603793,SWASTA,B
SMA SIROJUL HUDA SUKAWENING,69902577,Pasanggrahan,Kec. Sukawening,Kab. Garut,44184,-7.1428,108.016,SWASTA,B
SMA SITI AISYAH KADUNGORA,69896046,Mandalasari,Kec. Kadungora,Kab. Garut,44153,-7.0848,107.878,SWASTA,B
SMA SURURON,69788577,Sarimukti,Kec. Pasirwangi,Kab. Garut,44161,-7.2314,107.7715,SWASTA,B
SMA TUNAS KARYA,69935579,Sukahurip,Kec. Cigedug,Kab. Garut,44162,-7.3427958,107.8186143,SWASTA,C
SMA TUNAS PERSADA MALANGBONG,69859377,Mekarasih,Kec. Malangbong,Kab. Garut,44188,-7.0231,108.0833,SWASTA,B
SMAS AL FATAH LIMBANGAN,20227432,Limbangantengah,Kec. Blubur Limbangan,Kab. Garut,44186,-7.0357,107.9755,SWASTA,A
SMAS AL HIKMAH CIBATU,20227433,Keresek,Kec. Cibatu,Kab. Garut,44185,-7.0972,107.9829,SWASTA,A
SMAS AL-MADINAH CIBATU,20276140,Cibunar,Kec. Cibatu,Kab. Garut,44185,-7.0766,107.9875,SWASTA,B
SMAS AR RAHMAN KADUNGORA,20227434,Talagasari,Kec. Kadungora,Kab. Garut,44153,-7.0924,107.8989,SWASTA,C
SMAS ASSHIDDIQIYAH,20227435,Sucikaler,Kec. Karangpawitan,Kab. Garut,44182,-7.2133,107.9247,SWASTA,A
